Anno;Codice Regione;Descrizione Regione;Codice ASL territoriale;Denominazione ASL territoriale;Codice Azienda;Codice struttura;Denominazione struttura;Partita IVA;Indirizzo;CAP;Comune;Sigla provincia;Codice Comune;Telefono;Sito web;E-mail;Codice Tipo struttura;Descrizione tipo struttura;Giorno apertura;Mese apertura;Anno apertura;Subcodice struttura interna;Denominazione struttura interna;Partita IVA struttura interna;Indirizzo struttura interna;CAP struttura interna;Comune struttura interna;Sigla provincia struttura interna;Codice Comune struttura interna;Telefono struttura interna;Sito web struttura interna;E-mail struttura interna;Giorno apertura struttura interna;Mese apertura struttura interna;Anno apertura struttura interna
2023;180;CALABRIA;201;A.S.P. COSENZA ;916;180916;I.N.R.C.A. Cosenza;00204480420;C.DAMUOIO PICCOLO;87100;COSENZA;CS;078045;0984682111;www.inrca.it;f.iorio@inrca;3.1;IRCCS pubblico;01;02;1975;;;;;;;;;;;;;;
2023;180;CALABRIA;202;A.S.P. CROTONE;202;180004;ISTITUTO S.ANNA VIA SIRIS11;01752670792;VIA SIRIS11;88900;CROTONE;KR;101010;096227579;;INFO@ISTITUTOSANTANNA.IT;5.1;Casa di cura privata accreditata;01;01;2019;;;;;;;;;;;;;;
2023;180;CALABRIA;202;A.S.P. CROTONE;202;180005;ISTITUTO S.ANNA SS - 106 KM 243;01752670792;VIA POGGIO PUDANO SS106;88900;CROTONE;KR;101010;0962946640;;INFO@ISTITUTOSANTANNA.IT;5.1;Casa di cura privata accreditata;01;01;2019;;;;;;;;;;;;;;
2023;180;CALABRIA;202;A.S.P. CROTONE;202;180032;OSPEDALE CIVILE SAN GIOVANNI DI DIO;01997410798;VIA BOLOGNA;88900;CROTONE;KR;101010;0962924111;www.asp.crotone.it;;1;Ospedale a gestione diretta;01;11;1972;;;;;;;;;;;;;;
2023;180;CALABRIA;202;A.S.P. CROTONE;202;180045;CASA DI CURA S.RITA DOTT. CAPARRA;;VIA ROMA 227;88811;CIRO' MARINA;KR;101008;096231078;;SANTARITA@CASADICURASANTARITA.191.IT;5.1;Casa di cura privata accreditata;17;08;1960;;;;;;;;;;;;;;
2023;180;CALABRIA;202;A.S.P. CROTONE;202;180085;ROMOLO HOSPITAL ( EX VILLA EVA );;VIA SANDRO PERTINI (LOCALITA` CUPONE);88821;ROCCA DI NETO ;KR;101019;096280322;;amministrazione @romolo.hospital.com;5.1;Casa di cura privata accreditata;01;06;1987;;;;;;;;;;;;;;
2023;180;CALABRIA;202;A.S.P. CROTONE;202;180101;CALABRODENTAL SRL;01356640795;VIA ENRICO FERMI;88900;CROTONE;KR;101010;0962930414;;CALABRODENTAL@CALABRODENTAL.IT;5.1;Casa di cura privata accreditata;10;10;2005;;;;;;;;;;;;;;
2023;180;CALABRIA;202;A.S.P. CROTONE;202;180102;SADEL DI SALVATORE BAFFA SPA ( EX OLIVET;02178690794;LOCALITA' MOLA;88836;COTRONEI ;KR;101009;096244108;;INFO@SADELNET.IT;5.1;Casa di cura privata accreditata;01;11;2013;;;;;;;;;;;;;;
2023;180;CALABRIA;202;A.S.P. CROTONE;202;180103;CASA DI CURA MADONNA DELLO SCOGLIO SRL;03328980796;VIA LAGHI SILANI SNC;88836;COTRONEI ;KR;101009;096244108;;casadicuramds@gmail.com;5.1;Casa di cura privata accreditata;01;11;2013;;;;;;;;;;;;;;
2023;180;CALABRIA;202;A.S.P. CROTONE;202;180107;marrelli hospital;;via Gioacchino da Fiore;88100;CROTONE;KR;101010;0962960101;;accettazione@marrellihospital.it;5.1;Casa di cura privata accreditata;15;02;2017;;;;;;;;;;;;;;
2023;180;CALABRIA;203;A.S.P. CATANZARO;914;180914;A.O.U. MATER DOMINI CATANZARO;01991530799;VIALE EUROPA LOC. GERMANETO;88100;CATANZARO;CZ;079023;09613647140;www.materdominiaou.it;direttore.generale@materdominiaou.it;0;Azienda Ospedaliera;01;01;1995;;;;;;;;;;;;;;
2023;180;CALABRIA;203;A.S.P. CATANZARO;203;180033;PO LAMEZIA TERME;01995010798;VIA ARTURO PERUGINI 1;88046;LAMEZIA TERME ;CZ;079160;09682081;www.asp.cz.it;dmpololameziaterme@libero.it;1;Ospedale a gestione diretta;01;12;1846;;;;;;;;;;;;;;
2023;180;CALABRIA;203;A.S.P. CATANZARO;203;180040;OSPEDALE DI SOVERIA MANNELLI;01995010798;VIALE RUBBETTINO;88049;SOVERIA MANNELLI;CZ;079138;09682081;;direzionesanitariasoveria@asp.cz.it;1;Ospedale a gestione diretta;01;07;1974;;;;;;;;;;;;;;
2023;180;CALABRIA;203;A.S.P. CATANZARO;203;180043;CASA DI CURA VILLA DEL SOLE;02106250794;VIALE PIO X, 202;88100;CATANZARO;CZ;079023;0961741909;villadelsole.com;villadelsole@tiscali.it;5.1;Casa di cura privata accreditata;04;01;1967;;;;;;;;;;;;;;
2023;180;CALABRIA;203;A.S.P. CATANZARO;203;180050;CASA DI CURA VILLA SERENA;00839840790;VIA LUIGI PASCALI, 11;88100;CATANZARO;CZ;079023;0961724782;www.clinicavillaserena.com;diramm@ca.gi.it;5.1;Casa di cura privata accreditata;01;01;1974;;;;;;;;;;;;;;
2023;180;CALABRIA;203;A.S.P. CATANZARO;203;180051;CASA DI CURA VILLA MICHELINO SRL;01473410791;VIA DUCA D`AOSTA,164;88046;LAMEZIA TERME ;CZ;079160;096822840;www.villamichelino.org;info@villamichelino.org;5.1;Casa di cura privata accreditata;01;06;1965;;;;;;;;;;;;;;
2023;180;CALABRIA;203;A.S.P. CATANZARO;203;180053;CASA DI CURA SANT`ANNA HOSPITAL;00800680795;VIALE PIO X 111;88100;CATANZARO;CZ;079023;09615070111;www.santannahospital.it;segreteriagenerale@santannahospital.it;5.1;Casa di cura privata accreditata;24;03;1962;;;;;;;;;;;;;;
2023;180;CALABRIA;203;A.S.P. CATANZARO;203;180055;OSPEDALE BASSO IONIO;02865540799;VIA DON CARLO DE CARDONA;88068;SOVERATO ;CZ;079137;0967539211;;dsposoverato@pec.asp.cz.it;1;Ospedale a gestione diretta;01;01;1981;;;;;;;;;;;;;;
2023;180;CALABRIA;203;A.S.P. CATANZARO;203;180150;Villa Rachele S.R.L.;02730480791;C/da Acquabianca;79069;MAIDA;CZ;079069;0968790053;www.villarachele.clinic;direzione@villarachele.clinic;5.1;Casa di cura privata accreditata;06;07;2016;;;;;;;;;;;;;;
2023;180;CALABRIA;203;A.S.P. CATANZARO;913;180913;Azienda Ospedaliera Pugliese - Ciaccio;01991520790;Via Vinicio Cortese, N∞ 25;88100;CATANZARO;CZ;079023;0961883550;http://www.aocz.it;dirgenerale@aocz.it;0;Azienda Ospedaliera;01;11;1967;01;Ospedale Pugliese;01991520790;Viale Pio X, N∞ 83;88100;CATANZARO;CZ;079023;0961883393;www.aocz.it;dirgenerale@aocz.it;01;11;1967
2023;180;CALABRIA;203;A.S.P. CATANZARO;913;180913;Azienda Ospedaliera Pugliese - Ciaccio;01991520790;Via Vinicio Cortese, N∞ 25;88100;CATANZARO;CZ;079023;0961883550;http://www.aocz.it;dirgenerale@aocz.it;0;Azienda Ospedaliera;01;11;1967;02;Ospedale De Lellis;01991520790;Viale Pio X, N∞ 95;88100;CATANZARO;CZ;079023;0961883795;http://www.aocz.it;dirgenerale@aocz.it;01;10;2006
2023;180;CALABRIA;204;A.S.P. VIBO VALENTIA;204;180034;P.O. JAZZOLINO;02866420793;PIAZZA FLEMING;89900;VIBO VALENTIA ;VV;102047;096396211;;;1;Ospedale a gestione diretta;02;01;1961;;;;;;;;;;;;;;
2023;180;CALABRIA;204;A.S.P. VIBO VALENTIA;204;180035;P.O. TROPEA;02866420793;VIA PROVINCIALE;89861;TROPEA ;VV;102044;096361366;;flussi tropea@asvv.it;1;Ospedale a gestione diretta;01;01;1986;;;;;;;;;;;;;;
2023;180;CALABRIA;204;A.S.P. VIBO VALENTIA;204;180047;VILLA DEI GERANI;00964090898;VIA S. DOMENICO SAVIO,10;89900;VIBO VALENTIA ;VV;102047;0963547556;;villa dei gerani@gmail.com;5.1;Casa di cura privata accreditata;02;04;1985;;;;;;;;;;;;;;
2023;180;CALABRIA;204;A.S.P. VIBO VALENTIA;204;180057;P.O. SERRA SAN BRUNO;02866420793;VIA ALFONSO SCRIVO;89822;SERRA SAN BRUNO;VV;102037;0963777111;;dirsanssbruno@aspvv.it;1;Ospedale a gestione diretta;01;06;1981;;;;;;;;;;;;;;
2023;180;CALABRIA;205;A.S.P. REGGIO CALABRIA;205;180059;OSPEDALE CIVILE LOCRI;02638720801;C/DA VERGA;89044;LOCRI;RC;080043;0964399440;https://www.asprc.it/;direzionesanitarialocri@asprc.it;1;Ospedale a gestione diretta;01;09;1949;;;;;;;;;;;;;;
2023;180;CALABRIA;205;A.S.P. REGGIO CALABRIA;205;180061;P.O. 'S. MARIA DEGLI UNGHERESI';02638720801;VIA MONTEGRAPPA;89024;POLISTENA;RC;080061;0966942201;https://www.asprc.it/;direzionesanitariapolistena@asprc.it;1;Ospedale a gestione diretta;03;03;1974;;;;;;;;;;;;;;
2023;180;CALABRIA;205;A.S.P. REGGIO CALABRIA;205;180062;OSPEDALE 'TIBERIO EVOLI' - MELITO P.S.;02458490808;CORSO GARIBALDI;89063;MELITO DI PORTO SALVO ;RC;080050;0965774111;;dirsanmelito@asprc.it;C;Nuova struttura ospedaliera per emergenza COVID-19;20;07;1914;;;;;;;;;;;;;;
2023;180;CALABRIA;205;A.S.P. REGGIO CALABRIA;205;180068;P.O. 'GIOVANNI XXIII';;VIA MADAME CURIE;89013;GIOIA TAURO ;RC;080038;0966589264;;dirsangioiatauro@asprc.it;1;Ospedale a gestione diretta;14;06;1973;;;;;;;;;;;;;;
2023;180;CALABRIA;205;A.S.P. REGGIO CALABRIA;205;180071;ISTITUTO ORTOPEDICO MEZZOGIORNO D`ITALIA;06619881003;Via Ermo 10;89124;REGGIO DI CALABRIA;RC;080063;09653611;www.iomi.com;info.iomirc@giomi.com;5.1;Casa di cura privata accreditata;09;06;1951;;;;;;;;;;;;;;
2023;180;CALABRIA;205;A.S.P. REGGIO CALABRIA;205;180073;CASA DI CURA 'VILLA AURORA';03571130784;VIA AURORA;89100;REGGIO DI CALABRIA;RC;080063;0965492931;https://www.villaaurorahospitalsrl.it;clinicservicesrl@gmail.com;5.1;Casa di cura privata accreditata;15;01;1964;;;;;;;;;;;;;;
2023;180;CALABRIA;205;A.S.P. REGGIO CALABRIA;205;180074;POLICLINICO 'MADONNA DELLA CONSOLAZIONE';00154270805;VIA CARINALE PORTANOVA, 126;89100;REGGIO DI CALABRIA;RC;080063;09658501;;info@pmdc.it;5.1;Casa di cura privata accreditata;01;10;1958;;;;;;;;;;;;;;
2023;180;CALABRIA;205;A.S.P. REGGIO CALABRIA;205;180075;CASA DI CURA 'VILLA CAMINITI';00674570809;VIA NAZIONALE, 421;89018;VILLA SAN GIOVANNI;RC;080096;0965756410;;casadicuracaminiti@legalmail.it;5.1;Casa di cura privata accreditata;10;04;1995;;;;;;;;;;;;;;
2023;180;CALABRIA;205;A.S.P. REGGIO CALABRIA;205;180076;CASA DI CURA 'VILLA S.ANNA';00791480809;via crocefisso n.25;89128;REGGIO DI CALABRIA;RC;080063;0965332687;;villasanna@libero.it;5.1;Casa di cura privata accreditata;28;04;1952;;;;;;;;;;;;;;
2023;180;CALABRIA;205;A.S.P. REGGIO CALABRIA;205;180077;CASA DI CURA 'VILLA ELISA' S.P.A.;00246940803;VIA VITTORIO VENETO, 141;89021;CINQUEFRONDI;RC;080027;0966943171;www.villaelisa.org;info@cdc.villaelisa.it;5.1;Casa di cura privata accreditata;10;11;1980;;;;;;;;;;;;;;
2023;180;CALABRIA;205;A.S.P. REGGIO CALABRIA;915;180915;Azienda Osped. Bianchi Melacrino Morelli;01367190806;VIA PROVINCIALE SPIRITO SANTO, 24;89128;REGGIO DI CALABRIA;RC;080063;09653973268;www.ospedalerc.it;protocollo@pec.ospedalerc.it;0;Azienda Ospedaliera;01;01;1995;01;Presidio Ospedaliero Riuniti;01367190806;VIA GIUSEPPE MELACRINO, 21;89124;REGGIO DI CALABRIA;RC;080063;0965393268;www.ospedalerc.it;sia@ospedalerc.it;01;01;1995
2023;180;CALABRIA;205;A.S.P. REGGIO CALABRIA;915;180915;Azienda Osped. Bianchi Melacrino Morelli;01367190806;VIA PROVINCIALE SPIRITO SANTO, 24;89128;REGGIO DI CALABRIA;RC;080063;09653973268;www.ospedalerc.it;protocollo@pec.ospedalerc.it;0;Azienda Ospedaliera;01;01;1995;02;Presidio Ospedaliero ;01367190806;VIALE EUROPA;89133;REGGIO DI CALABRIA;RC;080063;0965393268;www.ospedalerc.it;sia@ospedalerc.it;01;07;2004
2023;190;SICILIA ;201;ASP AGRIGENTO;201;190301;P.O. S. GIOVANNI DI DIO;02570930848;C/DA CONSOLIDA;92100;AGRIGENTO;AG;084001;0922442111;www.aspag.it;poagrigento.direttore@aspag.it;1;Ospedale a gestione diretta;01;09;2009;;;;;;;;;;;;;;
2023;190;SICILIA ;201;ASP AGRIGENTO;201;190302;P.O. BARONE LOMBARDO - CANICATTI';02570930848;VIALE GIUDICE SAETTA SNC;92024;CANICATTI';AG;084011;0922733111;www.aspag.it;pocanicatti.direttore@aspag.it;1;Ospedale a gestione diretta;01;09;2009;;;;;;;;;;;;;;
2023;190;SICILIA ;201;ASP AGRIGENTO;201;190303;P.O. S. GIACOMO D'ALTOPASSO LICATA;02570930848;C/DA CANNAVECCHIA;92027;LICATA ;AG;084021;0922869111;www.aspag.it;policata.direttore@aspag.it;1;Ospedale a gestione diretta;01;09;2009;;;;;;;;;;;;;;
2023;190;SICILIA ;201;ASP AGRIGENTO;201;190304;P.O.F.LLI PARLAPIANO - RIBERA;02570930848;VIA CIRCONVALLAZIONE;92016;RIBERA ;AG;084033;0925562111;www.aspag.it;poribera.direttore@aspag.it;1;Ospedale a gestione diretta;01;09;2009;;;;;;;;;;;;;;
2023;190;SICILIA ;201;ASP AGRIGENTO;201;190305;P.O. GIOVANNI PAOLO II;02570930848;VIA POMPEI - C. DA SENIAZZA;92019;SCIACCA;AG;084041;0925962111;www.aspag.it;posciacca.direttore@aspag.it;1;Ospedale a gestione diretta;01;09;2009;;;;;;;;;;;;;;
2023;190;SICILIA ;201;ASP AGRIGENTO;201;190503;CASA DI SALUTE IGNAZIO ATTARDI S.P.A.;00213650849;VIA NAZIONALE N. 16;92020;SANTO STEFANO QUISQUINA;AG;084040;0922989446;;clinicaattardi@gmail.com;5.1;Casa di cura privata accreditata;26;05;1976;;;;;;;;;;;;;;
2023;190;SICILIA ;201;ASP AGRIGENTO;201;190504;SIA CASA DI CURA S. ANNA S.P.A.;00137210845;VIA PORTA AUREA;92100;AGRIGENTO;AG;084001;0922409111;;segreteria@siacasadicurasanna.it;5.1;Casa di cura privata accreditata;01;01;1981;;;;;;;;;;;;;;
2023;190;SICILIA ;202;ASP CALTANISSETTA;202;190306;P.O. Sant'Elia (ex AO);01825570854;Via Luigi Russo n∞6;93100;CALTANISSETTA ;CL;085004;0934559111;www.santelia.it;dirsan.posant'elia@asp.cl.it;1;Ospedale a gestione diretta;01;09;2009;;;;;;;;;;;;;;
2023;190;SICILIA ;202;ASP CALTANISSETTA;202;190307;P.O. M. IMMACOLATALONGO;01825570854;Via Dogliotti sn;93014;MUSSOMELI;CL;085012;0934962213;;dirsan.pomussomeli@asp.cl.it;1;Ospedale a gestione diretta;01;09;2009;;;;;;;;;;;;;;
2023;190;SICILIA ;202;ASP CALTANISSETTA;202;190308;P.O.MADDALENA RAIMONDI;01825570854;Via Forlanini 5;93017;SAN CATALDO ;CL;085016;0934512229;;dirsan.posancataldo@asp.cl.it;1;Ospedale a gestione diretta;01;01;2009;;;;;;;;;;;;;;
2023;190;SICILIA ;202;ASP CALTANISSETTA;202;190309;P.O. VITTORIO EMANUELE (ex AO);01825570854;Via Palazzi 173;83012;GELA ;CL;085007;0933831111;www.ospedalegela.it;dirsan.pogela@asp.cl.it;1;Ospedale a gestione diretta;01;09;2009;;;;;;;;;;;;;;
2023;190;SICILIA ;202;ASP CALTANISSETTA;202;190310;P.O. SANTO STEFANO;01825570854;Via Dante n∞2;93013;MAZZARINO;CL;085009;0934300211;;dirsan.pomazzarino@asp.cl.it;1;Ospedale a gestione diretta;01;09;2009;;;;;;;;;;;;;;
2023;190;SICILIA ;202;ASP CALTANISSETTA;202;190311;P.O. SUOR CECILIA BASAROCCO;01825570854;Piazza Martiri di Nassirya 1;93015;NISCEMI;CL;085013;0933880111;;dirsan.poniscemi@asp.cl.it;1;Ospedale a gestione diretta;01;09;2009;;;;;;;;;;;;;;
2023;190;SICILIA ;202;ASP CALTANISSETTA;202;190505;CASA DI CURA 'REGINA PACIS';00195960851;VIA SCALEA 3/5;93017;SAN CATALDO ;CL;085016;0934515201;www.casadicurareginapacis.com;info@casadicurareginapacis.com;5.1;Casa di cura privata accreditata;24;03;1980;;;;;;;;;;;;;;
2023;190;SICILIA ;202;ASP CALTANISSETTA;202;190506;SO.GE.SA.SPA.C.DI.C.S.BARBARA;00514190826;VIA MINERBIO 3;93012;GELA ;CL;085007;0933817111;www.santabarbarahospital.it;info@santabarbarahospital.it;5.1;Casa di cura privata accreditata;05;11;1975;;;;;;;;;;;;;;
2023;190;SICILIA ;203;ASP CATANIA;921;190921;A.O. per l'Emergenza Cannizzaro;04721280875;via Messina 829;95126;CATANIA;CT;087015;0957262486;www.aocannizzaro.it;aoc.dirsan@libero.it;0;Azienda Ospedaliera;01;09;2009;;;;;;;;;;;;;;
2023;190;SICILIA ;203;ASP CATANIA;923;190923;A.O.U. POLICLINICO - VITTORIO EMANUELE;04721290874;VIA SANTA SOFIA 78;95123;CATANIA;CT;087015;0953782530;www.policlinicovittorioemanuele.it;g.licciardello@ao-ve.it;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale;01;09;2009;01;PRESIDIO OSPEDALIERO GASPARE RODOLICO;04721290874;VIA SANTA SOFIA 78;95123;CATANIA;CT;087015;0953781111;www.policlinicovittorioemanuele.it;dirsan@policlinico.unict.it;01;09;2009
2023;190;SICILIA ;203;ASP CATANIA;923;190923;A.O.U. POLICLINICO - VITTORIO EMANUELE;04721290874;VIA SANTA SOFIA 78;95123;CATANIA;CT;087015;0953782530;www.policlinicovittorioemanuele.it;g.licciardello@ao-ve.it;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale;01;09;2009;04;PRESIDIO OSPEDALIERO S.MARCO;04721290874;Viale Carlo Azeglio Ciampi;95121;CATANIA;CT;087015;0953781111;www.policlinicovittorioemanuele.it;direzionemedicasanmarco@policlinico.unict.it;27;04;2019
2023;190;SICILIA ;203;ASP CATANIA;922;190922;ARNAS GARIBALDI;04721270876;PIAZZA SANTA MARIA DI GESU', 5/7;95124;CATANIA;CT;087015;0957593856;www.ao-garibaldi.ct.it;dir.generale@arnasgaribaldi.it;0;Azienda Ospedaliera;01;09;2009;01;OSPEDALE GARIBALDI - CENTRO;04721270876;PIAZZA SANTA MARIA DI GESU', 5/7;95124;CATANIA;CT;087015;0957594218;www.ao-garibaldi.ct.it;dir.generale@arnasgaribaldi.it;01;09;2009
2023;190;SICILIA ;203;ASP CATANIA;922;190922;ARNAS GARIBALDI;04721270876;PIAZZA SANTA MARIA DI GESU', 5/7;95124;CATANIA;CT;087015;0957593856;www.ao-garibaldi.ct.it;dir.generale@arnasgaribaldi.it;0;Azienda Ospedaliera;01;09;2009;04;NUOVO OSPEDALE GARIBALDI - NESIMA;04721270786;VIA PALERMO, 636;95122;CATANIA;CT;087015;0957595143;www.ao-garibaldi.ct.it;dir.generale@arnasgaribaldi.it;01;09;2009
2023;190;SICILIA ;203;ASP CATANIA;203;190312;P.O. S. Marta e S. Venera Acireale;04721260877;Via Caronia s.n.;95024;ACIREALE ;CT;087004;0957677111;www.aspct.it;direzionemedica.poacireale@pec.aspct.it;1;Ospedale a gestione diretta;01;09;2009;;;;;;;;;;;;;;
2023;190;SICILIA ;203;ASP CATANIA;203;190313;S.Giovanni Di Dio e S.Isidoro Giarre;03196850873;Via Carlo Forlanini contrada Coste s.n.;95014;GIARRE ;CT;087017;0957740167;www.aspct.it;direzionemedica.poacireale@pec.aspct.it;1;Ospedale a gestione diretta;01;09;2009;;;;;;;;;;;;;;
2023;190;SICILIA ;203;ASP CATANIA;203;190314;P.O. Maria SS.Addolorata Biancavilla;04721260877;Via Cristoforo Colombo 77;95033;BIANCAVILLA ;CT;087008;0957716006;www.aspct.it;direzionemedica.pobiancavilla@pec.aspct.it;1;Ospedale a gestione diretta;01;09;2009;;;;;;;;;;;;;;
2023;190;SICILIA ;203;ASP CATANIA;203;190315;P.O. Castiglione Prestianni Bronte;04721260877;Corso Umberto 406;95034;BRONTE ;CT;087009;0957746167;www.aspct.it;direzionemedica.pobronte@pec.aspct.it;1;Ospedale a gestione diretta;01;09;2009;;;;;;;;;;;;;;
2023;190;SICILIA ;203;ASP CATANIA;203;190316;P.O. SS. Salvatore PaternÚ;04721260877;Via Livorno s.n.;95047;PATERNO' ;CT;087033;0957975065;;osppaterno.direzionesanitaria2@ausl3.ct.it;1;Ospedale a gestione diretta;01;09;2009;;;;;;;;;;;;;;
2023;190;SICILIA ;203;ASP CATANIA;203;190317;P.O. Gravina e S. Pietro Caltagirone;04721260877;Via Portosalvo 2;95041;CALTAGIRONE ;CT;087011;093339446;www.ospedalegravina.it;direzionesanitaria.caltagirone@aspct.it;1;Ospedale a gestione diretta;01;09;2009;;;;;;;;;;;;;;
2023;190;SICILIA ;203;ASP CATANIA;203;190318;P.O. Basso Ragusa Militello;04721260877;Viale Regina Margherita 25;95043;MILITELLO IN VAL DI CATANIA;CT;087025;0957943111;;;1;Ospedale a gestione diretta;01;09;2009;;;;;;;;;;;;;;
2023;190;SICILIA ;203;ASP CATANIA;203;190511;CENTRO CLIN.MORGAGNI srl c/o Di Stef Vel;00248620874;Via S. Euplio n.162;95124;CATANIA;CT;087015;095446950;www.distefanovelona.com;info@distefanovelona.com;5.1;Casa di cura privata accreditata;01;11;1977;;;;;;;;;;;;;;
2023;190;SICILIA ;203;ASP CATANIA;203;190512;CASA DI CURA MADONNA DEL ROSARIO;00560610875;VIA BRONTE 44;95125;CATANIA;CT;087015;095434127;;m.delrosario@tiscali.it;5.1;Casa di cura privata accreditata;01;03;1969;;;;;;;;;;;;;;
2023;190;SICILIA ;203;ASP CATANIA;203;190513;CASA DI CURA G.B. MORGAGNI S.R.L.;00248620874;VIA DEL BOSCO 105;95125;CATANIA;CT;087015;095238235;www.policlinicomorgagni.it;gbmorg@tin.it;5.1;Casa di cura privata accreditata;13;10;1971;;;;;;;;;;;;;;
2023;190;SICILIA ;203;ASP CATANIA;203;190516;MATER DEI DI G.NESI & C. S.P.A;01129240873;VIALE MARIO RAPISARDI 1;95124;CATANIA;CT;087015;0957389111;www.casadicuramaterdei.it;urp@casadicuramaterdei.it;5.1;Casa di cura privata accreditata;08;12;1980;;;;;;;;;;;;;;
2023;190;SICILIA ;203;ASP CATANIA;203;190517;CASA DI CURA VILLA DEI GERANI SrL;00288180870;VIII STRADA ZONA INDUSTRIALE;95121;CATANIA;CT;087015;095596401;;accettazione.gerani@carmide.it;5.1;Casa di cura privata accreditata;01;03;1978;;;;;;;;;;;;;;
2023;190;SICILIA ;203;ASP CATANIA;203;190519;HUMANITAS ISTITUTO CLINICO CATANESE;10982360967;Contrada Cuba, SP 54, n.11;95045;MISTERBIANCO;CT;087029;0957339000;www.ccocatania.it;salvina.scire@ccocatania.it;5.1;Casa di cura privata accreditata;06;05;1968;;;;;;;;;;;;;;
2023;190;SICILIA ;203;ASP CATANIA;203;190520;CASA CURA CENTRO CATANESE MED. E CH.;00496120874;VIA BATTELLO 48;95126;CATANIA;CT;087015;0957323111;www.ccmc.it;info@ccmc.it;5.1;Casa di cura privata accreditata;01;07;2003;;;;;;;;;;;;;;
2023;190;SICILIA ;203;ASP CATANIA;203;190521;CASA DI CURA CARMIDE;00288180870;VIA FEUDO GRANDE 13;95126;CATANIA;CT;087015;0957529111;www.carmide.it;accettazione@carmide.itsegreteria@carmide.it;5.1;Casa di cura privata accreditata;01;05;1974;;;;;;;;;;;;;;
2023;190;SICILIA ;203;ASP CATANIA;203;190523;CASA DI CURA GIBIINO SRL;02205770874;VIALE ODORICO DA PORDENONE 25;95128;CATANIA;CT;087015;095501224;www.casadicuragibiino.it;info@casadicuragibino.it;5.1;Casa di cura privata accreditata;21;10;1977;;;;;;;;;;;;;;
2023;190;SICILIA ;203;ASP CATANIA;203;190553;CASA DI CURA RIABILITATIVA VILLA SOFIA;00558180873;VIA DELLE TERME, 80;95024;ACIREALE ;CT;087004;0957631997;www.villasofiaacireale.it;villasofia@cataniacura.it;5.1;Casa di cura privata accreditata;20;07;2000;;;;;;;;;;;;;;
2023;190;SICILIA ;203;ASP CATANIA;203;190554;ISTITUTO ONCOLOGICO DEL MEDITERRANEO SPA;02744310877;VIA PENNINAZZO 7;95029;VIAGRANDE;CT;087053;0957895000;;"iom@grupposamed.com;loredana.bongiorno@grupposamed";5.1;Casa di cura privata accreditata;01;07;2002;;;;;;;;;;;;;;
2023;190;SICILIA ;203;ASP CATANIA;203;190555;CASA DI CURA MONS. G. CALACIURA Cenacolo;02173180874;SP80 Contrada Croce Vallone s.n.;95033;BIANCAVILLA ;CT;087008;0957710211;www.centroriabilitativocalaciura.it;crc@operacenacolo.it;5.1;Casa di cura privata accreditata;15;03;2010;;;;;;;;;;;;;;
2023;190;SICILIA ;203;ASP CATANIA;203;190710;CASA DI CURA PROF.E.FALCIDIA SrL;03970180877;V.LE ODORICO DA PORDENONE 32/34;95126;CATANIA;CT;087015;095580578;www.falcidia.it;info@falcidia.it posta certificata@pec.falcidia.it;5.1;Casa di cura privata accreditata;03;03;1967;;;;;;;;;;;;;;
2023;190;SICILIA ;203;ASP CATANIA;203;190712;Casa di CuraMUSUMECI Gescas;03381600877;Via Dell'Autonomia 57;95127;GRAVINA DI CATANIA;CT;087019;0957504611;www.grupposamed.com;casadicuramusumeci@grupposame;5.1;Casa di cura privata accreditata;14;07;1997;;;;;;;;;;;;;;
2023;190;SICILIA ;203;ASP CATANIA;203;190715;CASA DI CURA VILLA S.FRANCESCO;04928140872;V.LE ODORICO DA PORDENONE 46/48;95126;CATANIA;CT;087015;095580520;www.clinicavillasanfrancesco.it;info@clinicavillasanfrancesco.it;5.1;Casa di cura privata accreditata;01;01;1986;;;;;;;;;;;;;;
2023;190;SICILIA ;203;ASP CATANIA;203;190723;CASA DI CURA VALSALVASRL;01275220893;Viale Antoniotto Usodimare, 109;95126;CATANIA;CT;087015;0957141924;;amministrazione@casadicuravalsalva.it;5.1;Casa di cura privata accreditata;09;09;1999;;;;;;;;;;;;;;
2023;190;SICILIA ;203;ASP CATANIA;203;190724;ISCAS MORGAGNI NORD SRL;00248620874;VIA DELLA RESISTENZA 31;95030;PEDARA ;CT;087034;0957026651;www.policlinicomorgagni.it;dirsan@centrocuore.it;5.1;Casa di cura privata accreditata;22;01;1993;;;;;;;;;;;;;;
2023;190;SICILIA ;203;ASP CATANIA;203;190725;PRIVATE HOSPITAL ARGENTO srl;05181800870;VIA OTTAVIO D`ARCANGELO 16;95123;CATANIA;CT;087015;095515504;;privatehospitalargento@impresapec.it;5.1;Casa di cura privata accreditata;09;05;1973;;;;;;;;;;;;;;
2023;190;SICILIA ;203;ASP CATANIA;203;190726;ISTITUTO CLINICO VIDIMURA srl;02310340978;Piazza Mancini Battaglia n.5;65126;CATANIA;CT;087015;095408111;;;5.1;Casa di cura privata accreditata;22;06;2017;;;;;;;;;;;;;;
